,t,accel_xout,accel_yout,accel_zout,xout_scaled,yout_scaled,zout_scaled
0,0.003814697265625,-992,3364,16968,-0.060546875,0.205322265625,1.03564453125
1,0.34332275390625,-992,3364,16968,-0.060546875,0.205322265625,1.03564453125
2,0.6682872772216797,-1048,3484,16944,-0.06396484375,0.212646484375,1.0341796875
3,0.9932518005371094,-1048,3484,16944,-0.06396484375,0.212646484375,1.0341796875
4,1.3377666473388672,-1048,3484,16944,-0.06396484375,0.212646484375,1.0341796875
5,1.6639232635498047,-1052,3476,16964,-0.064208984375,0.212158203125,1.035400390625
6,1.9879341125488281,-1052,3476,16964,-0.064208984375,0.212158203125,1.035400390625
7,2.3119449615478516,-1052,3476,16964,-0.064208984375,0.212158203125,1.035400390625
8,2.6357173919677734,-1076,3520,16880,-0.065673828125,0.21484375,1.0302734375
9,2.9621124267578125,-1076,3520,16880,-0.065673828125,0.21484375,1.0302734375
10,3.2961368560791016,-1076,3520,16880,-0.065673828125,0.21484375,1.0302734375
11,3.6194324493408203,-1040,3460,16980,-0.0634765625,0.211181640625,1.036376953125
12,3.943204879760742,-1040,3460,16980,-0.0634765625,0.211181640625,1.036376953125
13,4.266262054443359,-1040,3460,16980,-0.0634765625,0.211181640625,1.036376953125
14,4.590034484863281,-1076,3440,16876,-0.065673828125,0.2099609375,1.030029296875
15,4.922151565551758,-1076,3440,16876,-0.065673828125,0.2099609375,1.030029296875
16,5.245208740234375,-1076,3440,16876,-0.065673828125,0.2099609375,1.030029296875
17,5.6018829345703125,-992,3552,16944,-0.060546875,0.216796875,1.0341796875
18,5.926609039306641,-992,3552,16944,-0.060546875,0.216796875,1.0341796875
19,6.250619888305664,-992,3552,16944,-0.060546875,0.216796875,1.0341796875
20,6.583929061889648,-1132,3600,16940,-0.069091796875,0.2197265625,1.033935546875
21,6.908416748046875,-1132,3600,16940,-0.069091796875,0.2197265625,1.033935546875
22,7.232666015625,-1132,3600,16940,-0.069091796875,0.2197265625,1.033935546875
23,7.557153701782227,-1120,3472,16928,-0.068359375,0.2119140625,1.033203125
24,7.880926132202148,-1120,3472,16928,-0.068359375,0.2119140625,1.033203125
25,8.204460144042969,-1120,3472,16928,-0.068359375,0.2119140625,1.033203125
26,8.540630340576172,-1112,3480,16808,-0.06787109375,0.21240234375,1.02587890625
27,8.864879608154297,-1112,3480,16808,-0.06787109375,0.21240234375,1.02587890625
28,9.188652038574219,-1112,3480,16808,-0.06787109375,0.21240234375,1.02587890625
29,9.512186050415039,-1236,3624,16788,-0.075439453125,0.22119140625,1.024658203125
30,9.836196899414062,-1236,3624,16788,-0.075439453125,0.22119140625,1.024658203125
31,10.168075561523438,-1236,3624,16788,-0.075439453125,0.22119140625,1.024658203125
32,10.49184799194336,-1260,3624,16856,-0.076904296875,0.22119140625,1.02880859375
33,10.815858840942383,-1260,3624,16856,-0.076904296875,0.22119140625,1.02880859375
34,11.139392852783203,-1260,3624,16856,-0.076904296875,0.22119140625,1.02880859375
35,11.463165283203125,-1228,3588,16860,-0.074951171875,0.218994140625,1.029052734375
36,11.797189712524414,-1228,3588,16860,-0.074951171875,0.218994140625,1.029052734375
37,12.121200561523438,-1228,3588,16860,-0.074951171875,0.218994140625,1.029052734375
38,12.44497299194336,-1268,3668,16856,-0.077392578125,0.223876953125,1.02880859375
39,12.769222259521484,-1268,3668,16856,-0.077392578125,0.223876953125,1.02880859375
40,13.092756271362305,-1268,3668,16856,-0.077392578125,0.223876953125,1.02880859375
