,t,accel_xout,accel_yout,accel_zout,xout_scaled,yout_scaled,zout_scaled
0,0.003814697265625,-1188,3064,16964,-0.072509765625,0.18701171875,1.035400390625
1,0.3490447998046875,-1188,3064,16648,-0.072509765625,0.18701171875,1.01611328125
2,0.6804466247558594,-1456,3040,16648,-0.0888671875,0.185546875,1.01611328125
3,1.0116100311279297,-1456,3040,16648,-0.0888671875,0.185546875,1.01611328125
4,1.3403892517089844,-1456,3040,16700,-0.0888671875,0.185546875,1.019287109375
5,1.6717910766601562,-1556,3100,16700,-0.094970703125,0.189208984375,1.019287109375
6,2.0017623901367188,-1556,3100,16700,-0.094970703125,0.189208984375,1.019287109375
7,2.330780029296875,-1556,3100,16804,-0.094970703125,0.189208984375,1.025634765625
8,2.659320831298828,-1524,3100,16804,-0.093017578125,0.189208984375,1.025634765625
9,2.99072265625,-1524,3100,16804,-0.093017578125,0.189208984375,1.025634765625
10,3.3202171325683594,-1524,3100,16872,-0.093017578125,0.189208984375,1.02978515625
11,3.648519515991211,-1388,3112,16872,-0.084716796875,0.18994140625,1.02978515625
12,3.9780139923095703,-1388,3112,16872,-0.084716796875,0.18994140625,1.02978515625
13,4.306316375732422,-1388,3112,16792,-0.084716796875,0.18994140625,1.02490234375
14,4.634857177734375,-1396,3164,16792,-0.085205078125,0.193115234375,1.02490234375
15,4.964113235473633,-1396,3164,16792,-0.085205078125,0.193115234375,1.02490234375
16,5.293130874633789,-1396,3164,16656,-0.085205078125,0.193115234375,1.0166015625
17,5.623102188110352,-1444,3200,16656,-0.088134765625,0.1953125,1.0166015625
18,5.951881408691406,-1444,3200,16656,-0.088134765625,0.1953125,1.0166015625
19,6.317377090454102,-1444,3200,16664,-0.088134765625,0.1953125,1.01708984375
20,6.647825241088867,-1360,3192,16664,-0.0830078125,0.19482421875,1.01708984375
21,6.976842880249023,-1360,3192,16664,-0.0830078125,0.19482421875,1.01708984375
22,7.306337356567383,-1360,3192,16980,-0.0830078125,0.19482421875,1.036376953125
23,7.635354995727539,-1244,3104,16980,-0.075927734375,0.189453125,1.036376953125
24,7.963895797729492,-1244,3104,16980,-0.075927734375,0.189453125,1.036376953125
25,8.29315185546875,-1244,3104,17056,-0.075927734375,0.189453125,1.041015625
26,8.624076843261719,-1276,3024,17056,-0.077880859375,0.1845703125,1.041015625
27,8.953332901000977,-1276,3024,17056,-0.077880859375,0.1845703125,1.041015625
28,9.283065795898438,-1276,3024,16800,-0.077880859375,0.1845703125,1.025390625
29,9.61160659790039,-1412,3080,16800,-0.086181640625,0.18798828125,1.025390625
30,9.940147399902344,-1412,3080,16800,-0.086181640625,0.18798828125,1.025390625
31,10.2691650390625,-1412,3080,16880,-0.086181640625,0.18798828125,1.0302734375
32,10.598182678222656,-1372,3120,16880,-0.083740234375,0.1904296875,1.0302734375
33,10.926961898803711,-1372,3120,16880,-0.083740234375,0.1904296875,1.0302734375
34,11.255979537963867,-1372,3120,17012,-0.083740234375,0.1904296875,1.038330078125
35,11.584043502807617,-1348,3268,17012,-0.082275390625,0.199462890625,1.038330078125
36,11.91401481628418,-1348,3268,17012,-0.082275390625,0.199462890625,1.038330078125
37,12.243270874023438,-1348,3268,17012,-0.082275390625,0.199462890625,1.038330078125
38,12.572526931762695,-1256,3244,17012,-0.07666015625,0.197998046875,1.038330078125
39,12.900829315185547,-1256,3244,17012,-0.07666015625,0.197998046875,1.038330078125
40,13.229131698608398,-1256,3244,17056,-0.07666015625,0.197998046875,1.041015625
41,13.558387756347656,-1324,3276,17056,-0.080810546875,0.199951171875,1.041015625
42,13.88692855834961,-1324,3276,17056,-0.080810546875,0.199951171875,1.041015625
43,14.215469360351562,-1324,3276,16932,-0.080810546875,0.199951171875,1.033447265625
44,14.543771743774414,-1236,3208,16932,-0.075439453125,0.19580078125,1.033447265625
45,14.872074127197266,-1236,3208,16932,-0.075439453125,0.19580078125,1.033447265625
46,15.200376510620117,-1236,3208,17016,-0.075439453125,0.19580078125,1.03857421875
47,15.531301498413086,-1080,3176,17016,-0.06591796875,0.19384765625,1.03857421875
48,15.860557556152344,-1080,3176,17016,-0.06591796875,0.19384765625,1.03857421875
49,16.189098358154297,-1080,3260,16996,-0.06591796875,0.198974609375,1.037353515625
50,16.538143157958984,-1188,3260,16996,-0.072509765625,0.198974609375,1.037353515625
51,16.86716079711914,-1188,3260,16996,-0.072509765625,0.198974609375,1.037353515625
52,17.195701599121094,-1188,3088,17008,-0.072509765625,0.1884765625,1.0380859375
53,17.524242401123047,-1376,3344,17008,-0.083984375,0.2041015625,1.0380859375
54,17.852783203125,-1376,3344,17008,-0.083984375,0.2041015625,1.0380859375
55,18.18108558654785,-1376,3504,16980,-0.083984375,0.2138671875,1.036376953125
56,18.509626388549805,-1336,3248,16980,-0.08154296875,0.1982421875,1.036376953125
57,18.83840560913086,-1336,3248,16980,-0.08154296875,0.1982421875,1.036376953125
58,19.18506622314453,-1336,3284,16880,-0.08154296875,0.200439453125,1.0302734375
59,19.525766372680664,-1312,3284,16880,-0.080078125,0.200439453125,1.0302734375
60,19.855737686157227,-1312,3284,16880,-0.080078125,0.200439453125,1.0302734375
61,20.184040069580078,-1312,3176,16788,-0.080078125,0.19384765625,1.024658203125
62,20.512819290161133,-1320,3432,16788,-0.08056640625,0.20947265625,1.024658203125
63,20.84183692932129,-1320,3432,16788,-0.08056640625,0.20947265625,1.024658203125
64,21.170616149902344,-1320,3376,16828,-0.08056640625,0.2060546875,1.027099609375
65,21.498680114746094,-1372,3376,16828,-0.083740234375,0.2060546875,1.027099609375
66,21.827220916748047,-1372,3376,16828,-0.083740234375,0.2060546875,1.027099609375
67,22.15576171875,-1372,3412,16900,-0.083740234375,0.208251953125,1.031494140625
68,22.484302520751953,-1300,3412,16900,-0.079345703125,0.208251953125,1.031494140625
69,22.813796997070312,-1300,3412,16900,-0.079345703125,0.208251953125,1.031494140625
70,23.142576217651367,-1300,3376,16852,-0.079345703125,0.2060546875,1.028564453125
